session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
gAAAAABnx5eqUSlLiFdpcY6Vv9Wqi0PoOpaZp1aPOoHOlrw3b3_eP01_XbcYNaM5owLQUD5RdDy05R6p0s4kZSXA5_qtJ8R_tA==,407,UDP,6,580.7219253670751,DES,0.1228937389064628,3,Firefox,0,1
gAAAAABnx5eqYYLDo_-Z63xUZ4s3FrJxm2ZGnh4FODqKvQmZ1KEk6i_vilxxqIgJ-e97Elh149mrlaWEIpRzPDcKh_DCFk57Bw==,406,UDP,9,191.0528369326706,DES,0.3397112713433893,1,Edge,0,1
gAAAAABnx5eqs5S_PeouGUkSkog5Q5Ej8V-i2SPWQvvQEnBOpPDkxfp3Bf6qNUB1qqGPpiBpa0Rku2cvJ1gKa_jlvsGDSwGpzw==,548,TCP,2,186.1476383415076,,0.4068986326067099,2,Safari,1,0
gAAAAABnx5eq9Y_RRRk8Y9DqEnIS_NjefMUg4Syw7szYqNzSahACQt1JrQT95lK5f9GZsFfDfdwH1wri1__Ivm0FFv1viHRw3w==,117,TCP,4,833.4889649491395,DES,0.4732919047923998,2,Unknown,0,1
gAAAAABnx5eqxE-iKPe2LzgDoUJp_kaToT8lpqEHD8UqJzZF3hbcRfcRJXlLQUO3_covw9YQLHDYTmdF6fhkujuV1cunNg-jEw==,155,TCP,3,77.84995157439054,,0.3524755745227921,3,Chrome,0,1
gAAAAABnx5eq6UqZKDpiV3YEPzT5tmM80UpmX7Wj0J9Pg7f4vo4h-zjFr9D1ul_rPNB-X1HBuOSLeddiiXXZC-vuzxj3zdVN2A==,387,ICMP,6,292.1361960073892,DES,0.2549124511362793,3,Chrome,0,1
gAAAAABnx5eq4yRnSBGLJj4v2yBQ42Rs8ey3DfAGRRzl1OzRgmZRN9LI-p_1wtLIlr7TeEyHko6FOWaW24vXaphpsJllSs0Hmg==,297,TCP,8,1421.414371761036,AES,0.345367552273892,3,Firefox,0,1
gAAAAABnx5eqmIbbFHbzqRi8WvjEBs-cr4qayV3FfF0q5YnB1CxjnPrtKFuYfR16HQkuwiSVUErltT9JMcSY09kBw4IemfB-gg==,562,UDP,1,87.64100168835026,,0.1367291897579692,2,Firefox,0,0
gAAAAABnx5eqdj-l6AMIPr6KxwO35MbHMd9MUQhMUSzQ_pqxnyraa6l85PpEH4JsmSruIcZ2XlAj4qMv2pKdB2n_z94kxix7GA==,318,TCP,5,504.98866997657433,AES,0.3942314568896387,1,Unknown,0,1
gAAAAABnx5eqQQKQMp0pfjo05ylFVB5erthqEIZLO-pDuLsUw_78x_S58JSb2CN7zH7Y5ARA0s6DsFGPI5UVL8G-eaMyk1-JZw==,217,ICMP,2,883.6175678484254,DES,0.3101131570512104,0,Chrome,0,0
gAAAAABnx5eqd0wOMMFEAm7hXvryk5O89vzbt9RMY0a2yj-qORqAl9rjLvnDArR1T8nmSq1uChlkZjVhZbe5IbICbDul_t2MVA==,793,TCP,3,122.1894142089281,AES,0.3693246493280864,2,Firefox,0,0
gAAAAABnx5eqdLu7TS8xuv8RPhusmGkKxtFwHWNRgJbMCgak0sVRzy0sGMmcQvibDXy_EUc4Hw5v-rqzMVNgvd6wqR6Kw2uzRA==,454,TCP,1,299.71154797427783,,0.3738745916057353,1,Chrome,0,0
gAAAAABnx5eq94Uw9kg4ubuM5WYpS3rkX3Tv8EjWTV1DU_zCFpd-8xPEjK7pK8W99GU1Bdvid1EpgUL2DQz4svsljZCSCvA7CA==,513,TCP,3,654.5261426459776,AES,0.4970295435549451,1,Firefox,0,0
gAAAAABnx5eqst_hfMAD09BkrRRY3rAZ22ZfvErwFfy1s8TGNQNxtQB6nsNLgbVNUD9g42nGpeo6-ld0FUhEJRJtjLzv2WYNBQ==,215,TCP,8,317.0788581057768,AES,0.461950842242767,2,Chrome,0,1
gAAAAABnx5eqUa0iZ7QINfLFAXlC0hiwM-T7VtPupHeiz1VvYOnTKoS8mf9bn_gytqx6QrV7MO9A61mRHpKktNAyIHxN1ScQvA==,391,TCP,5,93.17112499822254,AES,0.536245189457405,2,Firefox,0,0
gAAAAABnx5eqME5AVuKDADD9OYjIBjZUrz4nO3uccSggcB3fvRRyoHWH_oSPxK6DzgbFVy6RoxADcMvljGy-M5oU35bD5ONSRQ==,522,TCP,4,211.59584253834697,AES,0.1078985576055601,3,Firefox,0,1
gAAAAABnx5eqZwpXmcY-1mzChSSSwh9r-e5wOArQSgCGNFHEXVQrjmvYBTHHpuCRyWrxPXX97NMccqxqrO0Lh1od4B2UKrHFTw==,269,TCP,9,92.70169297371484,,0.5068194256848887,0,Chrome,0,1
gAAAAABnx5eqTSL96UToohPpA7NmhquBxYbJJ0H-HMw8R80D_ndjB7gLTL86vVdPaKq6okjk0WQX4017tAhT2KcjCuS1pj8fTA==,575,TCP,3,3286.221727767748,DES,0.4204711850467863,0,Chrome,0,0
gAAAAABnx5eqsRy9xGYPCOHx79h9il68lsh0maQ6S35XYThVL8pCwJkJqf7Zg1IPvkWWQErwrG9TYRpT4w8cavTXe_FZ6yW_kA==,379,UDP,2,214.98212232301017,AES,0.7863154442710675,2,Chrome,0,1
gAAAAABnx5eqqi7N9kwyt_qFsz8Jzh0zuKoBVwoPSMVkYoNMnamRB1sMF-3i00ZgjokPqh7U0VGO8ukpszOQlb7gnSyzK3AJWQ==,441,TCP,7,604.9615522886485,AES,0.3360318477936075,0,Firefox,0,1
gAAAAABnx5eqS3fHXTxKf8H7UIVz9CVpKRtNbnMO8_9yi0euZ3shzYH3iaN_Ue-BMKzn3J-ReJm8K_g6MVSP9pBXFuxL0sanrQ==,379,TCP,1,447.62330730772806,DES,0.0993898185618982,0,Chrome,0,0
gAAAAABnx5eqoHqBmA6p1-JRUAOaqfkTQ5jw6rd7liPKpII3ZIWtNWFrUMdPCwDx6nq1RwXfjMJOtdgdNkgSe26vAEFITDHccQ==,870,UDP,2,674.2716307687525,DES,0.2720868405623606,1,Chrome,0,1
gAAAAABnx5eqNN_rF6tZJBEA_VFHRCbEgxqA4l14q0lwei69cv1u3Vf_r211NaqY2OufCtyS9YQ0pF3AlqAz5o1mpKVrBg2pFg==,497,TCP,1,551.4693389958693,,0.0351392525704552,1,Chrome,1,0
gAAAAABnx5eqplDOEdf7O-_Uvz8nBRhOZiwIDiy0A_6DKSYPTceEJdrVGnSjn8iw-b_ggja4GmVMEgVvBWLvQOm7s7qw7rpY9g==,288,ICMP,2,1039.10118603804,AES,0.110269438624984,3,Chrome,0,1
gAAAAABnx5eq718Ia-iyJ5kPKNxe8PHrh8TbTEWJFV6qtTuVOfGUzn6cqMhMLZnpvjGzCXVXnK-WnHjAHMMtkUBhjrDySgazRA==,664,TCP,6,1650.942099269792,,0.3915442086550267,2,Chrome,1,0
gAAAAABnx5eqDwHRbtj9nQMMfDXFhs54LAmVfHtKw3eK7r-tVQLM0T60ji6s3CAaTvCszWzcRmwlA5BPBHOVek-m3e4Y54KruA==,255,TCP,2,268.71323796747225,AES,0.5173361768348047,1,Chrome,1,0
gAAAAABnx5eqDMGvfPLl9l4Ykedt-MNY4SS_ai1ly4cLJsoVA_uQ48nCG0TwsWN6l5vCwZxXJ7tJ7DIOTn7Ox3CsgZuPFMRRvA==,541,TCP,5,162.2873080817919,,0.1379758234123113,2,Chrome,0,0
gAAAAABnx5eqD_z_keLfQNvGIGTB9S-N0_GXaqvcO_84LLdomAH9JVNi2IoGhrK43RI9ZD7Fb7k-6k-eN7lwWWajGxmhvz6F9Q==,108,TCP,7,3325.3086894656926,AES,0.0795093219361312,2,Firefox,0,1
gAAAAABnx5eqU8h8uEnwTSS1JwnQK-JjAarNFZbv62mvr4JF17Z6Wu-ReH-KUAYXVuyzEPDuXmJKsjp9iJYJGS8xS3Wm9W3Fhg==,234,TCP,5,1608.365096858205,DES,0.6459042598252172,4,Firefox,0,1
gAAAAABnx5eqW02rfbOQ3mFPxXU-zZ8p_roLSin1nZ5WHsxqm8SWG69XxtMHd4PzUR_TwyJD6ZVccaCk5wQvfaAhp94Se7w2Fw==,539,TCP,4,361.9425945829811,DES,0.3087899599206534,0,Chrome,0,0
gAAAAABnx5eqy81PCi29G7vQN2n2a-VgeBlVz0EtMRgIuTiVjpMXUOA_i0m668g3Mvmu1riZCD5-TAkvw5firIMabS-meQGOLg==,647,TCP,2,1801.41325899014,,0.2991840394359722,1,Chrome,0,0
gAAAAABnx5eqqABt5PFcXIoD467mLbzofKJnbtllwq8WWaPolh5qn_NVzjrqD1brLfcTl-sWek_XgvAiBNdHNV_etVF8D01s0Q==,534,TCP,4,888.2555882449734,AES,0.0367521363575246,3,Chrome,0,1
gAAAAABnx5eq7G43arrVhbusAtR6uorz8uaTuOLXNNKMcUsY_W6Bi6WYpb8sgFSs7RdfbjpZn6zNh5496fsarjO3yjDkVJZi8g==,476,TCP,4,460.1784563437431,DES,0.3974194615917665,2,Edge,0,0
gAAAAABnx5eqflnfk6OcT-N-WncjlcerCyFT3XTQfOHzvnVm1yERXmBEtQyAljetkwcGZRtdt4ovEwaxUJRVyxYZ_mtLB6cYGg==,439,TCP,5,1653.5169443242044,,0.2453131148697448,2,Chrome,0,0
gAAAAABnx5eqwfLG8ey9RJnlKbO0_XgudW8pzxGS2J4lzJE0BTnhTVmt7pj3LGlJf3O8UBKaESV3JCEsFxYbQrhVshirqzUP1w==,204,TCP,4,899.8403029798167,DES,0.3373211395417786,1,Chrome,0,0
gAAAAABnx5eqk4yKOSyBTTCG66MksLLVG9ltKqdjtJZlRAZLvw8VlGxxZCaQbBwVeAcTktrIGI8Occ7IdQTRQfk4pRe7zvwy6Q==,356,TCP,2,1401.0372662699012,DES,0.6729768279913647,1,Chrome,0,1
gAAAAABnx5eqNfiZpL_1-YlU16xMsR00lu2J1AZB4s2MU_oKV_BDt1Mv6ATnRMdlJw5Qg6if50s-i7qOCiy85TGsxmRwZ3GsIw==,407,TCP,7,432.6976830475844,DES,0.081769711383674,3,Edge,1,1
gAAAAABnx5eqktlLtG2_17QN-KtR8I6KQ5TmmI02cG3XjVTyHQ-AAsYyAUk1ISDjN-DSTM-8MtEoIGR0OcLHjPXfyqUFPwkJNQ==,711,TCP,5,1282.4285713839413,AES,0.207445483534184,2,Edge,0,1
gAAAAABnx5eqSYAQa1lNtRhJXxilw305sXqSIv39D-Tir9wbTWSqiGxiaAAQLM4fde8mJ738xi3dfxnmVzndTnnyPy6KzDfyKQ==,568,TCP,6,365.73555486698257,AES,0.5343683322456065,2,Unknown,0,1
gAAAAABnx5eqYDSYEd9RehIPgW7ZZxc5nu5kv8OrnanvEnnNPT5_b2OFHHcAco-8BU4rrCkGzv-JWreLQVYhm0eg7C_rjEH3IQ==,147,TCP,1,1062.659149730583,AES,0.2633726317268964,1,Edge,0,0
gAAAAABnx5eqN9STx_FtY0aCnf4pUT88jZhKZIWMRU7hSQ8POvJSq1ZAi-dfyowowc--AC42AtkhTZpF46hhzY5Vi0oofkhC5w==,564,TCP,2,457.4952008808089,,0.219704731816743,1,Edge,1,0
gAAAAABnx5eqoFkZUvWU45eu0ws_npWVBiHAh3BnFXWQs-HMmhDTTrfz3iOG3dNlShRpnkvUcruSdcxuHsSztzS_HysPwCob_A==,422,TCP,5,415.6167950841102,AES,0.4663241681421678,1,Chrome,0,0
gAAAAABnx5eqt90XWDn8bGMr5_KQ-EMeSqCn4ZY8rPEOldABAQh2jr_tPacr6pN5k8r5c_d16pQor3DwzTNzYCvAAsfhiiYOnA==,364,TCP,5,1274.1942392067006,AES,0.8708336888298047,2,Firefox,0,1
gAAAAABnx5eqQM7k8Sa64ShIHDVFe_JxIev3ehbbhlx7NG_7PKNg9Sg1z6lZ-im0XKkGiGHsoAFajmShPBFfKvbDFAMnHmOo1g==,622,TCP,6,106.8587436466122,,0.3298889701600508,1,Firefox,1,1
gAAAAABnx5eqS-sZVX2AbNtjSNYzM0jMtDPxVxgT31B02kLx7snR4CsGEhFnDQc-QzPbfFwRcc6ik0Myrcwy3VWNGIlj1I5v6A==,706,TCP,4,2107.19716665885,DES,0.4658562587345757,2,Edge,1,0
gAAAAABnx5eq0YzS2wTmgwSEzwbPwEGOXS4HOTANSxv_wnflHlADwXzFPEqXZwMigcRrnf7o--7tIpLNry0JKFm71PmGG1yEWw==,686,TCP,3,568.5288982396605,DES,0.6136432536281438,1,Firefox,0,1
gAAAAABnx5eqvtfclnHYQRjVc9oLcNGvyugmPfo18owCydwzcLXZijSKxVElR8jcObq2WolQbO-h5ln1FGolpHGGd6lTlGALFQ==,332,TCP,2,808.6446595055914,AES,0.1742454820703902,2,Chrome,0,0
gAAAAABnx5eqZcp0SYktNoLufirDGVAEKps02sw-wa9OepN-_KKdxunKN6aB9NGjykHk1UvmgfjsKvhz2GyboLARG1iSINp3xQ==,438,TCP,4,415.7067630688467,DES,0.2172346369333444,1,Chrome,0,0
gAAAAABnx5eqC8bVZ8kIYje9iDxwRCxP77drtx0sJLY017r0vKwvDiVG8Xo_QDw3HIwYkOmghZo_rX47Z4Cyd9SgTL-n4CONlg==,566,UDP,5,830.483464807917,DES,0.6028501934467423,1,Firefox,0,1
gAAAAABnx5eqhuKAImB1jug-LXjjRanq80C-E552Kjl3a806F-y7F2y5-RyIW7GrTDykppfKhfvEMKFuDvAIISkXlY3thuvckw==,695,UDP,1,989.8897960942786,AES,0.259418552130799,2,Edge,0,1
gAAAAABnx5eqvbC3JcrWeSKjO_TvBrJO36cMv93E3XBvf_tKgXxWsJDayAhV76_BgKyEcYGeCamlV7huxWOzk5Fua35G1cSgYA==,404,TCP,9,1622.860870864447,DES,0.2356755502429507,2,Chrome,0,1
gAAAAABnx5eqsSCLGzx-IvsG8rrp5rk6y4bGtl7rRnVPep6V5vklte3EQckCZFuu6z99PGR7uuwbwKoojn2yl57yXpuMflYUfA==,462,TCP,5,1541.3967703070944,AES,0.0400191829191788,2,Chrome,0,0
gAAAAABnx5eqWf05CpFTcCcozwiZkOv5M_LBI2QVQEJe1MhnFaNkB5CWhnx307h6b-6tCrQPHNeR8ifmo6CYrtVYSO6cVOBQiA==,278,TCP,8,354.30271017360786,AES,0.5116026457176248,2,Edge,0,1
gAAAAABnx5eqZNHDuLuM8VoVIo-omSkGQBdjDY5WYl1b-VOXn1rq56OXIpAvbMlX4_O36ycJFTuEt0MhcNj_LMxwPBptUf8CNg==,260,UDP,6,765.3837210156122,AES,0.5402342873210285,1,Chrome,0,0
gAAAAABnx5eq6B7l02T_bB9xbl7os7_740GEQjVYO0KOr_hTb6zmy4RULKpmiYJvWiFnNgQyTMKRXBEoOD64k7sZ-8ukaYKSug==,662,TCP,3,1213.40421214117,,0.4544121864022344,1,Safari,0,0
gAAAAABnx5eq0Ie6qEqIMmwL8iKTx7szaTOUfxbuP2CtlFU0DdjyqxW9mBj9sAaikajOZkNBvCm4vxY2e1ZuxoEIXKRKjjwH7w==,771,ICMP,6,1158.071232246108,,0.1357785048218817,2,Chrome,1,0
gAAAAABnx5eqDCIqawGPAKC9s1GWlVT6Ili3Ewv_z_HjCNpzaNE2-ix3SM4xxsMWO3BXR_ofULOl8w15-z6c3heh1Lib46eABQ==,485,TCP,5,1772.622948174797,,0.4362987418285402,2,Chrome,0,0
gAAAAABnx5eq2zy-ntrPEXz4SoJhX_hkfcznsWrqW8oSxPbkpUQf_AxYdkXO4Ih3liP95a_FVwhoiIPTj9Apm7WiNtW8XFqeuA==,700,TCP,6,1426.7642254528307,DES,0.1997666308396278,4,Chrome,0,1
gAAAAABnx5eq2dcbndfzBkL9ZPxGBFukQXTZYJ-cBaCHrMIP_N4gCakwXBd6uSHfDzmtmtvTGFR9LWu15j0Rt7ni9kQDurOnCQ==,572,TCP,10,1012.2699508672414,DES,0.1644573479924417,1,Chrome,0,1
gAAAAABnx5eqgXOQrElUvRJh76MAaMw4RThljTOR5dTerZ4j-Ejf6Kc4eQqTXcMs3oj0OoE1-tPbVwEmxA8uLujxUREpa_oV5w==,370,TCP,1,1105.3806022240433,AES,0.4086537168997098,2,Chrome,0,1
gAAAAABnx5eqpsbMMgSbtMPlfRxCa3558ZApVmiQ1o6OQfvXcBCX1zx7ZhzF-Rzw6B_6Z5pu1kATrjwNWnbRdfQx-yqH-Q43nA==,572,TCP,6,1317.8935947961731,AES,0.2053917876576297,0,Edge,0,0
gAAAAABnx5eqJJS8NAhi_4WjT9IzpKQfi0r9Ga-Ws1a-x-ljWVmVovh5xH2HLCi_y_HCKpn_rDMIlq-vR13nnDMSHy8uCHM6BA==,807,TCP,3,1455.576779684165,AES,0.6271547548524079,0,Unknown,0,1
gAAAAABnx5eqUNJDHOLgWwiig71uKAFwVrRyq-F2AgRYDM-9TfsZTPCj2bjtuvr0Edf6_69o1Uy3r6HTn4-lqO47yROJVOdCig==,492,TCP,4,347.91805418370086,AES,0.2638643281334985,1,Edge,0,1
gAAAAABnx5eq6JW56UlH78qe8Kta4g7Jj8p7l2OUyHiQTucay89LjYz2_jshLGfl-IJxDjq0LAkrVz4PWB6r8gJLn9afxbWEmg==,812,UDP,7,1217.9139195544108,DES,0.651720998102494,2,Chrome,0,1
gAAAAABnx5eqjwkHGC9e0WiiHcldFMTHC76YFLr8LGJ5qMRrwNG52Uzuc23ALWt3H8CvCIf5WpMXjEBziKq-KNKb-KEsL7zHHg==,64,TCP,6,2384.0286686884297,,0.5125115429611737,1,Chrome,0,0
gAAAAABnx5eq3G14JEYIhh4RJ4vHDrsz25iUSBVmz9hwDUFO9Ojzl_kOX005-yfisKW-VLsnOqKFEdAIjtH5YrPjTN0XX44Bbw==,664,TCP,3,212.17659606312992,,0.1055602857207033,0,Chrome,0,0
gAAAAABnx5eqXYDyZLG6B--BwTbjPg623JFqKN1yMBd1HNMTBy3J-6wNS4xlbVVtm8hstTE6aVpkAGqn40j13RUW2rRj037fBA==,517,TCP,5,39.54966375410118,DES,0.3360337531065149,1,Edge,0,1
gAAAAABnx5eqp2rghNAitdu0cRnu6zVnwnfzx1YiPEZXWWmh9vD2JhblRpSBlUXzOGhLAN3nwEE9LIvxoFSyCaA998cal27tzA==,440,UDP,5,60.12054049063278,DES,0.3466523484514337,1,Chrome,0,0
gAAAAABnx5eqtykbcHTwEUF3o8BPxYdVhVYQR2JeDqVn3yTRmHqvzoTWAFEn366uEbOMSJYK6KS2obKnkJHdrtOFyuhszg3MQQ==,518,UDP,7,195.4101798830058,AES,0.4472088363848736,0,Chrome,0,1
gAAAAABnx5eq09muMPCmh_eC__Lxaff8aiUME1DHT49y9tS7ixKyFZw-u2j34UBLq9iIvTgOKomgfBC6ogSL3qPxIQ5MYh5eog==,102,TCP,3,2018.4893233966325,,0.208078319662466,2,Edge,0,0
gAAAAABnx5eqLA2pYjYVoAgdVgmnLkboAj2Cs3_Z9so3-is2bTeE7JbBvCpGKTuHSm5N2GgDiAqzJpbbDck30x-vEsDLLvlg2Q==,456,TCP,5,108.46893562306865,DES,0.1097625098489018,2,Firefox,0,0
gAAAAABnx5eq02RunNt4T_Y9BUOIIIb2HShpF6JKQTQtUu3n8ddygUFFLDdpz-bOUoYu8mB7X7YKKlwDc_xiBKRdqAm1P0PbJg==,571,TCP,5,1101.401768015545,DES,0.4818222137601502,2,Chrome,1,0
gAAAAABnx5eqIqI9jmmpNKfrffD1a7pmNxiP7MoHPCF_8vF9DL2i5oqJtXKOx-dPMW7u2xAiLCH5oiMvjI2kSRL7XhRQLGCODw==,795,TCP,6,1614.1886098890527,AES,0.1796520284230282,2,Chrome,0,1
gAAAAABnx5eqwgJZOiA-m1yQX2mSSO0bYKNCSIYLCqcfYTjK2YWpUmRZabBAPedPfXKMivmVPV_zo-qzCZC8dsy6pFk-wTsIKQ==,396,TCP,6,1679.8526967503185,,0.6107440107285588,0,Chrome,0,1
gAAAAABnx5eqWjnivtVDxlD1iksg17E5kVLdxti7zjPco0hyHwS_v7ABYXqvC_7-wzH6zJVc0gA-2PNRhjXnqqi3EKdUDH_S3Q==,338,UDP,2,431.3095534963739,AES,0.3254855696413191,1,Edge,0,0
gAAAAABnx5eqsL1hBZOvm_CqbIjtpxrfljtB23kOs1-Qu9PcN3xwccWpGnTkSwOhtMmXNOryP_Ysw6djl1wHNpdYcLbFHTffhg==,399,TCP,3,546.9722169261106,,0.5954335496002904,0,Chrome,0,0
gAAAAABnx5eqGQKfSQ-v4obbpP6knJXrxUPX_H9fT-gnFVixQEEq_FtdSWeV55lY6GujuXiRN22BSUIe5892lQHE9Sw94tuSYg==,683,TCP,5,312.3613276488573,AES,0.3415719127620866,3,Firefox,0,1
gAAAAABnx5eqQzXIm3THZRwYkm5YR9vWAPwL09tbNMhPzmjP1oqaQ51EkDIEfMkHmCkWhQcsU0Y4D-hMUdi7qnGZYLF0bErQtw==,565,TCP,8,127.51964209032084,AES,0.1981503877084024,2,Chrome,1,1
gAAAAABnx5eqNpr9BngTy5GTYXCLxERcv5peNaVeakprF2QuN_sT06SIM7jpUOnrCfLVLBMod7tmhiIOQdRvVsKbRokzKbWsKg==,394,UDP,4,190.7796533194509,AES,0.3840149947090269,1,Chrome,0,1
gAAAAABnx5eqCxr7MRx6OFRkPQ_T2S6sFKLuf2rHbAHf0Sy3wgl6oK25zLbZDZB-ehQAFDUaDjShldaTj588gsiDxhJkRG7Rxg==,602,TCP,4,115.82192978072582,AES,0.2826995354274423,1,Chrome,1,1
gAAAAABnx5eqfOdNarIkiZD9eT1UUuvTK8AY0EvLFG9Cx86UJHtoOs9eZZiwRtVGv9wvJXqdctcrYw6YNd0nL80drzaaWSUYXQ==,519,TCP,3,418.7535920670476,AES,0.5074718561537545,2,Firefox,1,0
gAAAAABnx5eqGBp1facsexca25oqVT8qhKjsehU0bEdVhK4JMXQUbRodjUpL_6CTfydaKSBTAAmkt6a40mZAsc5XMEw2OyhvJQ==,693,TCP,4,149.39682434919536,DES,0.7465329921047918,2,Edge,0,1
gAAAAABnx5eqp-mnWXmb3-Z4Ib0-ANSCwKSwsaxFW_Q8-LAcU2SaOVF8UyTjjQW1UlBDi7ww6ugvQiht6HJfXO6R4u09M0Ucxw==,359,TCP,4,413.2077481798984,AES,0.3961354801328169,3,Chrome,0,1
gAAAAABnx5eqzuA8cIoqhNNWfggfKerfgHvZt8EQHx7G1o1XOUQWEv50Jd44zeUjVWhqS7FUsiEBGcdb5l2ypsoaFOfZXuwc5Q==,434,UDP,7,1524.0632797670812,DES,0.2653750876483886,0,Firefox,0,1
gAAAAABnx5eqw0MhQDJvQaXhIRcfLIth2qynghpNFeA9mq-fSMZHAqiJZQpQjTM_SUjy1f-JQIsBWppCUFjyGAz8d5ChnXTf2Q==,421,TCP,7,850.2462962444683,DES,0.7363071667506592,3,Safari,0,1
gAAAAABnx5eqYDaRK6K_vNWpNZSKaXk8O0IbwWkudq0DPK6neA6EbLOYhYYYXExep4UDjOHOAD9-s1POqkU1GTyPgxoPQH5WOw==,207,UDP,4,869.5488497403968,AES,0.1801952291959206,3,Firefox,0,1
gAAAAABnx5eqa3Pj-BgREYy9Jno-0bo-c5XDNYnAESGI5xL20tGXM7CEh45EboFQ_X6oZWuIwIZR26fu5DlyRn4LHg54nOf6jw==,559,TCP,3,1336.4809719223258,AES,0.2804595050221319,1,Safari,0,0
gAAAAABnx5eqjoc_2SgVEn0U_n4CDCfXQPvUwKp1hy8Pk7EanjSZ9bDfGCQx38zkhyqN-d2fnvrJJ88Dv3D92KYCaqd5CycfOQ==,552,TCP,2,33.65280380665794,AES,0.3119724983066272,0,Firefox,0,0
gAAAAABnx5eqUQS8-Yb15xodln5VFwToC42uIJmO1ZT9-4Rll79AUPfpZykSom10c70Lev9bGLUKozpERN54zviVnvLhcZnjSg==,501,UDP,3,1265.8898099183805,AES,0.359586097716788,2,Firefox,0,0
gAAAAABnx5eqeZAwEI2HhU7UDMAU-Qu-XXdDwUls-3qvfrFfX3EKlx_Meeo4C-NPXv3y1x4cSLuB7sis-Z0_VZRz-brWmxfGzg==,453,TCP,5,174.87198977443362,AES,0.4396989559319573,2,Firefox,0,0
gAAAAABnx5eq7_glvJn4r8Qk_UatOrm4ROmSMnv6bs1gd3AeQ1-MpMuvz0lSjKFqYb7LmcxK4vMl3gA_ETj-4Q3NJo3QVW7F8Q==,216,TCP,6,339.6289336863756,AES,0.792908723614886,0,Edge,0,1
gAAAAABnx5eqouPbOE3q6l1djx0lxBDKGa-IoLm0R2NHHW0b9kL7_vjxkmuTMMLQjI7bBsDn5sYTkqeHz1zeUpHScz1j5pUplA==,415,TCP,2,294.5849672223419,AES,0.2046812710873537,3,Chrome,0,1
gAAAAABnx5eq9790b0Da_Y6pR-7adUB2eCRnIvwatSxYeE9ctkebDQk7iv8hnKaYfHmj6wYg8HgP4iOg9SnaVZlx-xCmAAM-yQ==,431,TCP,2,89.33142787527953,AES,0.0213026825741628,2,Firefox,0,0
